,Symbol,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares
317,AXLA,Axcella Health Inc. - Common Stock,G,N,N,100.0,N,N
318,AXNX,"Axonics Modulation Technologies, Inc. - Common Stock",Q,N,N,100.0,N,N
319,AXSM,"Axsome Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N
320,AXTI,AXT Inc - Common Stock,Q,N,N,100.0,N,N
321,AY,Atlantica Yield plc - Ordinary Shares,Q,N,N,100.0,N,N
322,AYTU,"Aytu BioScience, Inc. - Common Stock",S,N,N,100.0,N,N
323,AZPN,"Aspen Technology, Inc. - Common Stock",Q,N,N,100.0,N,N
324,AZRX,"AzurRx BioPharma, Inc. - Common Stock",S,N,D,100.0,N,N
325,BAND,Bandwidth Inc. - Class A Common Stock,Q,N,N,100.0,N,N
326,BANF,BancFirst Corporation - Common Stock,Q,N,N,100.0,N,N
327,BANFP,BancFirst Corporation - 7.2% Cumulative Trust Preferred Securities,Q,N,N,100.0,N,N
328,BANR,Banner Corporation - Common Stock,Q,N,N,100.0,N,N
329,BANX,StoneCastle Financial Corp - Common Stock,Q,N,N,100.0,N,N
330,BASI,"Bioanalytical Systems, Inc. - Common Stock",S,N,N,100.0,N,N
331,BATRA,Liberty Media Corporation - Series A Liberty Braves Common Stock,Q,N,N,100.0,N,N
332,BATRK,Liberty Media Corporation - Series C Liberty Braves Common Stock,Q,N,N,100.0,N,N
333,BBBY,Bed Bath &amp; Beyond Inc. - Common Stock,Q,N,N,100.0,N,N
334,BBCP,"Concrete Pumping Holdings, Inc.  - Common Stock",S,N,N,100.0,N,N
335,BBGI,"Beasley Broadcast Group, Inc. - Class A Common Stock",G,N,N,100.0,N,N
336,BBH,VanEck Vectors Biotech ETF,G,N,N,100.0,Y,N
337,BBI,"Brickell Biotech, Inc. - Common Stock",S,N,N,100.0,N,N
338,BBIO,"BridgeBio Pharma, Inc. - Common Stock",Q,N,N,100.0,N,N
339,BBQ,"BBQ Holdings, Inc.  - Common Stock",Q,N,N,100.0,N,N
340,BBSI,"Barrett Business Services, Inc. - Common Stock",Q,N,N,100.0,N,N
341,BCBP,"BCB Bancorp, Inc. (NJ) - Common Stock",G,N,N,100.0,N,N
342,BCDA,"BioCardia, Inc. - Common Stock",S,N,D,100.0,N,N
343,BCDAW,"BioCardia, Inc. - Warrant",S,N,D,100.0,N,N
344,BCEL,"Atreca, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
345,BCLI,Brainstorm Cell Therapeutics Inc. - Common Stock,S,N,N,100.0,N,N
346,BCML,BayCom Corp - Common Stock,Q,N,N,100.0,N,N
347,BCOM,B Communications Ltd. - Ordinary Shares,Q,N,D,100.0,N,N
348,BCOR,"Blucora, Inc. - Common Stock",Q,N,N,100.0,N,N
349,BCOV,Brightcove Inc. - Common Stock,Q,N,N,100.0,N,N
350,BCOW,"1895 Bancorp of Wisconsin, Inc. - Common Stock",S,N,N,100.0,N,N
351,BCPC,Balchem Corporation - Common Stock,Q,N,N,100.0,N,N
352,BCRX,"BioCryst Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0,N,N
353,BCTF,"Bancorp 34, Inc. - Common Stock",S,N,N,100.0,N,N
354,BCYC,Bicycle Therapeutics plc - American Depositary Shares,Q,N,N,100.0,N,N
355,BDGE,"Bridge Bancorp, Inc. - Common Stock",Q,N,N,100.0,N,N
356,BDSI,"BioDelivery Sciences International, Inc. - Common Stock",Q,N,N,100.0,N,N
357,BDTX,"Black Diamond Therapeutics, Inc. - Common Stock",Q,N,N,100.0,N,N
358,BEAM,Beam Therapeutics Inc. - Common Stock,Q,N,N,100.0,N,N
359,BEAT,"BioTelemetry, Inc. - Common Stock",Q,N,N,100.0,N,N
360,BECN,"Beacon Roofing Supply, Inc. - Common Stock",Q,N,N,100.0,N,N
361,BELFA,Bel Fuse Inc. - Class A Common Stock,Q,N,N,100.0,N,N
362,BELFB,Bel Fuse Inc. - Class B Common Stock,Q,N,N,100.0,N,N
363,BFC,Bank First Corporation - Common Stock,S,N,N,100.0,N,N
364,BFIN,BankFinancial Corporation - Common Stock,Q,N,N,100.0,N,N
365,BFIT,Global X Health &amp; Wellness Thematic ETF,G,N,N,100.0,Y,N
366,BFRA,Biofrontera AG - American Depositary Shares,S,N,N,100.0,N,N
367,BFST,"Business First Bancshares, Inc. - Common Stock",Q,N,N,100.0,N,N
368,BFYT,"Benefytt Technologies, Inc. - Class A Common Stock",G,N,N,100.0,N,N
369,BGCP,"BGC Partners, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
370,BGFV,Big 5 Sporting Goods Corporation - Common Stock,Q,N,N,100.0,N,N
371,BGNE,"BeiGene, Ltd. - American Depositary Shares",Q,N,N,100.0,N,N
372,BGRN,iShares Global Green Bond ETF,G,N,N,100.0,Y,N
373,BHAT,Blue Hat Interactive Entertainment Technology - Ordinary Shares,S,N,D,100.0,N,N
374,BHF,"Brighthouse Financial, Inc. - Common Stock",Q,N,N,100.0,N,N
375,BHFAL,"Brighthouse Financial, Inc. - 6.25% Junior Subordinated Debentures due 2058",Q,N,N,100.0,N,N
376,BHFAP,"Brighthouse Financial, Inc. - Depositary Shares 6.6% Non-Cumulative Preferred Stock, Series A",Q,N,N,100.0,N,N
377,BHTG,"BioHiTech Global, Inc. - Common Stock",S,N,N,100.0,N,N
378,BIB,ProShares Ultra Nasdaq Biotechnology,G,N,N,100.0,Y,N
379,BICK,First Trust BICK Index Fund,G,N,N,100.0,Y,N
380,BIDU,"Baidu, Inc. - American Depositary Shares, each representing one tenth Class A ordinary share",Q,N,N,100.0,N,N
381,BIIB,Biogen Inc. - Common Stock,Q,N,N,100.0,N,N
382,BILI,Bilibili Inc. - American Depositary Shares,Q,N,N,100.0,N,N
383,BIMI,BOQI International Medical Inc. - Common Stock,S,N,N,100.0,N,N
384,BIOC,"Biocept, Inc. - Common Stock",S,N,D,100.0,N,N
385,BIOL,"Biolase, Inc. - Common Stock",S,N,D,100.0,N,N
386,BIS,ProShares UltraShort Nasdaq Biotechnology,G,N,N,100.0,Y,N
387,BJK,VanEck Vectors Gaming ETF,G,N,N,100.0,Y,N
388,BJRI,"BJ's Restaurants, Inc. - Common Stock",Q,N,N,100.0,N,N
389,BKCC,BlackRock Capital Investment Corporation - Common Stock,Q,N,N,100.0,N,N
390,BKEP,"Blueknight Energy Partners L.P., L.L.C. - Common Units representing Limited Partner Interests",G,N,N,100.0,N,N
391,BKEPP,"Blueknight Energy Partners L.P., L.L.C. - Series A Preferred Units",G,N,N,100.0,N,N
392,BKNG,Booking Holdings Inc. - Common Stock,Q,N,N,100.0,N,N
393,BKSC,Bank of South Carolina Corp. - Common Stock,S,N,N,100.0,N,N
394,BKYI,"BIO-key International, Inc. - Common Stock",S,N,D,100.0,N,N
395,BL,"BlackLine, Inc. - Common Stock",Q,N,N,100.0,N,N
396,BLBD,Blue Bird Corporation - Common Stock,G,N,N,100.0,N,N
397,BLCM,"Bellicum Pharmaceuticals, Inc. - Common Stock",G,N,D,100.0,N,N
398,BLCN,Reality Shares Nasdaq NextGen Economy ETF,G,N,N,100.0,Y,N
399,BLDP,"Ballard Power Systems, Inc. - Common Shares",G,N,N,100.0,N,N
400,BLDR,"Builders FirstSource, Inc. - Common Stock",Q,N,N,100.0,N,N
401,BLFS,"BioLife Solutions, Inc. - Common Stock",S,N,N,100.0,N,N
402,BLIN,"Bridgeline Digital, Inc. - Common Stock",S,N,N,100.0,N,N
403,BLKB,"Blackbaud, Inc. - Common Stock",Q,N,N,100.0,N,N
404,BLMN,"Bloomin' Brands, Inc. - Common Stock",Q,N,N,100.0,N,N
405,BLNK,Blink Charging Co. - Common Stock,S,N,N,100.0,N,N
406,BLNKW,Blink Charging Co. - Warrant,S,N,N,100.0,N,N
407,BLPH,"Bellerophon Therapeutics, Inc. - Common Stock",S,N,N,100.0,N,N
408,BLRX,BioLineRx Ltd. - American Depositary Shares,S,N,N,100.0,N,N
409,BLU,BELLUS Health Inc. - Common Shares,Q,N,N,100.0,N,N
410,BLUE,"bluebird bio, Inc. - Common Stock",Q,N,N,100.0,N,N
411,BMCH,"BMC Stock Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
412,BMLP,"Bank Of Montreal - Dorsey Wright MLP Index ETNs due December 10, 2036",G,N,N,100.0,N,N
413,BMRA,"Biomerica, Inc. - Common Stock",S,N,N,100.0,N,N
414,BMRC,Bank of Marin Bancorp - Common Stock,S,N,N,100.0,N,N
415,BMRN,BioMarin Pharmaceutical Inc. - Common Stock,Q,N,N,100.0,N,N
416,BMTC,Bryn Mawr Bank Corporation - Common Stock,Q,N,N,100.0,N,N
417,BND,Vanguard Total Bond Market ETF,G,N,N,100.0,Y,N
418,BNDW,Vanguard Total World Bond ETF,G,N,N,100.0,Y,N
419,BNDX,Vanguard Total International Bond ETF,G,N,N,100.0,Y,N
420,BNFT,"Benefitfocus, Inc. - Common Stock",G,N,N,100.0,N,N
421,BNGO,"Bionano Genomics, Inc. - Common Stock",S,N,D,100.0,N,N
422,BNGOW,"Bionano Genomics, Inc. - Warrant",S,N,N,100.0,N,N
423,BNSO,"Bonso Electronics International, Inc. - Common Stock",S,N,N,100.0,N,N
424,BNTC,Benitec Biopharma Inc. - Common Stock,S,N,N,100.0,N,N
425,BNTX,BioNTech SE - American Depositary Shares,Q,N,N,100.0,N,N
426,BOCH,Bank of Commerce Holdings (CA) - Common Stock,G,N,N,100.0,N,N
427,BOKF,BOK Financial Corporation - Common Stock,Q,N,N,100.0,N,N
428,BOKFL,BOK Financial Corporation - 5.375% Subordinated Notes due 2056,Q,N,N,100.0,N,N
429,BOMN,Boston Omaha Corporation - Class A Common Stock,S,N,N,100.0,N,N
430,BOOM,DMC Global Inc. - Common Stock,Q,N,N,100.0,N,N
431,BOSC,B.O.S. Better Online Solutions - Ordinary Shares,S,N,N,100.0,N,N
432,BOTJ,"Bank of the James Financial Group, Inc. - Common Stock",S,N,N,100.0,N,N
433,BOTZ,Global X Robotics &amp; Artificial Intelligence ETF,G,N,N,100.0,Y,N
434,BOXL,Boxlight Corporation - Class A Common Stock,S,N,D,100.0,N,N
435,BPFH,"Boston Private Financial Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
436,BPMC,Blueprint Medicines Corporation - Common Stock,Q,N,N,100.0,N,N
437,BPOP,"Popular, Inc. - Common Stock",Q,N,N,100.0,N,N
438,BPOPM,"Popular, Inc. - Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities",Q,N,N,100.0,N,N
439,BPOPN,"Popular, Inc. - Popular Capital Trust I -6.70% Cumulative Monthly Income Trust Preferred Securities",Q,N,N,100.0,N,N
440,BPRN,The Bank of Princeton - Common Stock,Q,N,N,100.0,N,N
441,BPTH,"Bio-Path Holdings, Inc. - Common Stock",S,N,N,100.0,N,N
442,BPY,Brookfield Property Partners L.P. - Limited Partnership Units,Q,N,N,100.0,N,N
443,BPYPN,"Brookfield Property Partners L.P. - 5.750% Class A Cumulative Redeemable Perpetual Preferred Units, Series 3",Q,N,N,100.0,N,N
444,BPYPO,"Brookfield Property Partners L.P. - 6.375% Class A Cumulative Redeemable Perpetual Preferred Units, Series 2",Q,N,N,100.0,N,N
445,BPYPP,Brookfield Property Partners L.P. - 6.50% Class A Cumulative Redeemable Perpetual Preferred Units,Q,N,N,100.0,N,N
446,BPYU,Brookfield Property REIT Inc. - Class A Common Stock,Q,N,N,100.0,N,N
447,BPYUP,Brookfield Property REIT Inc. - 6.375% Series A Preferred Stock,Q,N,N,100.0,N,N
448,BREW,"Craft Brew Alliance, Inc. - Common Stock",Q,N,N,100.0,N,N
449,BRID,Bridgford Foods Corporation - Common Stock,G,N,N,100.0,N,N
450,BRKL,"Brookline Bancorp, Inc. - Common Stock",Q,N,N,100.0,N,N
451,BRKR,Bruker Corporation - Common Stock,Q,N,N,100.0,N,N
452,BRKS,"Brooks Automation, Inc. - Common Stock",Q,N,N,100.0,N,N
453,BROG,Brooge Energy Limited  - Ordinary Shares,S,N,N,100.0,N,N
454,BROGW,Brooge Energy Limited  - Warrant,S,N,N,100.0,N,N
455,BRP,"BRP Group, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
456,BRPA,Big Rock Partners Acquisition Corp. - Common Stock,S,N,D,100.0,N,N
457,BRPAR,Big Rock Partners Acquisition Corp. - Right,S,N,D,100.0,N,N
458,BRPAU,Big Rock Partners Acquisition Corp. - Unit,S,N,D,100.0,N,N
459,BRPAW,Big Rock Partners Acquisition Corp. - Warrant,S,N,D,100.0,N,N
460,BRQS,"Borqs Technologies, Inc.  - Ordinary Shares",S,N,N,100.0,N,N
461,BRY,Berry Corporation (bry) - Common Stock,Q,N,N,100.0,N,N
462,BSAE,Invesco BulletShares 2021 USD Emerging Markets Debt ETF,G,N,N,100.0,Y,N
463,BSBE,Invesco BulletShares 2022 USD Emerging Markets Debt ETF,G,N,N,100.0,Y,N
464,BSBK,Bogota Financial Corp. - Common Stock,S,N,N,100.0,N,N
465,BSCE,Invesco BulletShares 2023 USD Emerging Markets Debt ETF,G,N,N,100.0,Y,N
466,BSCK,Invesco BulletShares 2020 Corporate Bond ETF,G,N,N,100.0,Y,N
467,BSCL,Invesco BulletShares 2021 Corporate Bond ETF,G,N,N,100.0,Y,N
468,BSCM,Invesco BulletShares 2022 Corporate Bond ETF,G,N,N,100.0,Y,N
469,BSCN,Invesco BulletShares 2023 Corporate Bond ETF,G,N,N,100.0,Y,N
470,BSCO,Invesco BulletShares 2024 Corporate Bond ETF,G,N,N,100.0,Y,N
471,BSCP,Invesco BulletShares 2025 Corporate Bond ETF,G,N,N,100.0,Y,N
472,BSCQ,Invesco BulletShares 2026 Corporate Bond ETF,G,N,N,100.0,Y,N
473,BSCR,Invesco BulletShares 2027 Corporate Bond ETF,G,N,N,100.0,Y,N
474,BSCS,Invesco BulletShares 2028 Corporate Bond ETF,G,N,N,100.0,Y,N
475,BSCT,Invesco BulletShares 2029 Corporate Bond ETF,G,N,N,100.0,Y,N
476,BSDE,Invesco BulletShares 2024 USD Emerging Markets Debt ETF,G,N,N,100.0,Y,N
477,BSET,"Bassett Furniture Industries, Incorporated - Common Stock",Q,N,N,100.0,N,N
478,BSGM,"BioSig Technologies, Inc. - Common Stock",S,N,N,100.0,N,N
479,BSJK,Invesco BulletShares 2020 High Yield Corporate Bond ETF,G,N,N,100.0,Y,N
480,BSJL,Invesco BulletShares 2021 High Yield Corporate Bond ETF,G,N,N,100.0,Y,N
481,BSJM,Invesco BulletShares 2022 High Yield Corporate Bond ETF,G,N,N,100.0,Y,N
482,BSJN,Invesco BulletShares 2023 High Yield Corporate Bond ETF,G,N,N,100.0,Y,N
483,BSJO,Invesco BulletShares 2024 High Yield Corporate Bond ETF,G,N,N,100.0,Y,N
484,BSJP,Invesco BulletShares 2025 High Yield Corporate Bond ETF,G,N,N,100.0,Y,N
485,BSJQ,Invesco BulletShares 2026 High Yield Corporate Bond ETF,G,N,N,100.0,Y,N
486,BSJR,Invesco BulletShares 2027 High Yield Corporate Bond ETF,G,N,N,100.0,Y,N
487,BSML,Invesco BulletShares 2021 Municipal Bond ETF,G,N,N,100.0,Y,N
488,BSMM,Invesco BulletShares 2022 Municipal Bond ETF,G,N,N,100.0,Y,N
489,BSMN,Invesco BulletShares 2023 Municipal Bond ETF,G,N,N,100.0,Y,N
490,BSMO,Invesco BulletShares 2024 Municipal Bond ETF,G,N,N,100.0,Y,N
491,BSMP,Invesco BulletShares 2025 Municipal Bond ETF,G,N,N,100.0,Y,N
492,BSMQ,Invesco BulletShares 2026 Municipal Bond ETF,G,N,N,100.0,Y,N
493,BSMR,Invesco BulletShares 2027 Municipal Bond ETF,G,N,N,100.0,Y,N
494,BSMS,Invesco BulletShares 2028 Municipal Bond ETF,G,N,N,100.0,Y,N
495,BSMT,Invesco BulletShares 2029 Municipal Bond ETF,G,N,N,100.0,Y,N
496,BSQR,BSQUARE Corporation - Common Stock,S,N,N,100.0,N,N
497,BSRR,Sierra Bancorp - Common Stock,Q,N,N,100.0,N,N
498,BSTC,BioSpecifics Technologies Corp - Common Stock,G,N,N,100.0,N,N
499,BSVN,Bank7 Corp. - Common stock,Q,N,N,100.0,N,N
500,BTAI,"BioXcel Therapeutics, Inc. - Common Stock",S,N,N,100.0,N,N
501,BTEC,Principal Healthcare Innovators Index ETF,G,N,N,100.0,Y,N
502,BUG,Global X Cybersecurity ETF,G,N,N,100.0,Y,N
503,BUSE,First Busey Corporation - Common Stock,Q,N,N,100.0,N,N
504,BVSN,"BroadVision, Inc. - Common Stock",S,N,E,100.0,N,N
505,BVXV,BiondVax Pharmaceuticals Ltd. - American Depositary Shares,S,N,N,100.0,N,N
506,BVXVW,BiondVax Pharmaceuticals Ltd. - Warrants,S,N,N,100.0,N,N
507,BWAY,Brainsway Ltd. - American Depositary Shares,G,N,N,100.0,N,N
508,BWB,"Bridgewater Bancshares, Inc. - Common Stock",S,N,N,100.0,N,N
509,BWEN,"Broadwind Energy, Inc. - Common Stock",S,N,N,100.0,N,N
510,BWFG,"Bankwell Financial Group, Inc. - Common Stock",G,N,N,100.0,N,N
511,BWMX,"Betterware de Mexico, S.A.P.I de C.V. - Ordinary Shares",S,N,N,100.0,N,N
512,BXRX,"Baudax Bio, Inc. - Common stock",S,N,N,100.0,N,N
513,BYFC,Broadway Financial Corporation - Common Stock,S,N,N,100.0,N,N
514,BYND,"Beyond Meat, Inc. - Common stock",Q,N,N,100.0,N,N
515,BYSI,"BeyondSpring, Inc. - Ordinary Shares",S,N,N,100.0,N,N
516,BZUN,Baozun Inc. - American Depositary Shares,Q,N,N,100.0,N,N
517,CAAS,"China Automotive Systems, Inc. - Common Stock",S,N,N,100.0,N,N
518,CABA,"Cabaletta Bio, Inc. - Common Stock",Q,N,N,100.0,N,N
519,CAC,Camden National Corporation - Common Stock,Q,N,N,100.0,N,N
520,CACC,Credit Acceptance Corporation - Common Stock,Q,N,N,100.0,N,N
521,CACG,ClearBridge All Cap Growth ETF,G,N,N,100.0,Y,N
522,CAKE,The Cheesecake Factory Incorporated - Common Stock,Q,N,N,100.0,N,N
523,CALA,"Calithera Biosciences, Inc. - Common Stock",Q,N,N,100.0,N,N
524,CALB,California BanCorp - Common Stock,Q,N,N,100.0,N,N
525,CALM,"Cal-Maine Foods, Inc. - Common Stock",Q,N,N,100.0,N,N
526,CAMP,CalAmp Corp. - Common Stock,Q,N,N,100.0,N,N
527,CAMT,Camtek Ltd. - Ordinary Shares,G,N,N,100.0,N,N
528,CAN,Canaan Inc. - American Depositary Shares,G,N,N,100.0,N,N
529,CAPR,"Capricor Therapeutics, Inc. - Common Stock",S,N,N,100.0,N,N
530,CAR,"Avis Budget Group, Inc. - Common Stock",Q,N,N,100.0,N,N
531,CARA,"Cara Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N
532,CARE,Carter Bank &amp; Trust - Common Stock,Q,N,N,100.0,N,N
533,CARG,"CarGurus, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
534,CARV,"Carver Bancorp, Inc. - Common Stock",S,N,N,100.0,N,N
535,CARZ,First Trust NASDAQ Global Auto Index Fund,G,N,N,100.0,Y,N
536,CASA,"Casa Systems, Inc. - Common Stock",Q,N,N,100.0,N,N
537,CASH,"Meta Financial Group, Inc. - Common Stock",Q,N,N,100.0,N,N
538,CASI,"CASI Pharmaceuticals, Inc. - Common Stock",S,N,N,100.0,N,N
539,CASS,"Cass Information Systems, Inc - Common Stock",Q,N,N,100.0,N,N
540,CASY,"Caseys General Stores, Inc. - Common Stock",Q,N,N,100.0,N,N
541,CATB,"Catabasis Pharmaceuticals, Inc. - Common Stock",G,N,N,100.0,N,N
542,CATC,Cambridge Bancorp - Common Stock,S,N,N,100.0,N,N
543,CATH,Global X S&amp;P 500 Catholic Values ETF,G,N,N,100.0,Y,N
544,CATM,Cardtronics plc - Common Stock,Q,N,N,100.0,N,N
545,CATS,"Catasys, Inc. - Common Stock",S,N,N,100.0,N,N
546,CATY,Cathay General Bancorp - Common Stock,Q,N,N,100.0,N,N
547,CBAN,"Colony Bankcorp, Inc. - Common Stock",G,N,N,100.0,N,N
548,CBAT,"CBAK Energy Technology, Inc. - Common Stock",S,N,D,100.0,N,N
549,CBAY,CymaBay Therapeutics Inc. - Common Stock,Q,N,N,100.0,N,N
550,CBFV,"CB Financial Services, Inc. - Common Stock",G,N,N,100.0,N,N
551,CBIO,"Catalyst Biosciences, Inc.  - Common Stock",S,N,N,100.0,N,N
552,CBLI,"Cleveland BioLabs, Inc. - Common Stock",S,N,D,100.0,N,N
553,CBMB,"CBM Bancorp, Inc. - Common Stock",S,N,N,100.0,N,N
554,CBMG,"Cellular Biomedicine Group, Inc. - Common Stock",Q,N,N,100.0,N,N
555,CBNK,"Capital Bancorp, Inc. - Common Stock",Q,N,N,100.0,N,N
556,CBPO,"China Biologic Products Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
557,CBRL,"Cracker Barrel Old Country Store, Inc. - Common Stock",Q,N,N,100.0,N,N
558,CBSH,"Commerce Bancshares, Inc. - Common Stock",Q,N,N,100.0,N,N
559,CBSHP,"Commerce Bancshares, Inc. - Depositary Shares, each representing a 1/1000th interest of 6.00% Series B Non-Cumulative Perpetual Preferred Stock",Q,N,N,100.0,N,N
560,CBTX,"CBTX, Inc. - Common Stock",Q,N,N,100.0,N,N
561,CCAP,"Crescent Capital BDC, Inc. - Common Stock",G,N,N,100.0,N,N
562,CCB,Coastal Financial Corporation - Common Stock,Q,N,N,100.0,N,N
563,CCBG,Capital City Bank Group - Common Stock,Q,N,N,100.0,N,N
564,CCCL,"China Ceramics Co., Ltd. - Common Stock",S,N,D,100.0,N,N
565,CCD,Calamos Dynamic Convertible &amp; Income Fund - Common Shares,Q,N,N,100.0,N,N
566,CCLP,CSI Compressco LP - common units,Q,N,D,100.0,N,N
567,CCMP,Cabot Microelectronics Corporation - Common Stock,Q,N,N,100.0,N,N
568,CCNE,CNB Financial Corporation - Common Stock,Q,N,N,100.0,N,N
569,CCOI,"Cogent Communications Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
570,CCRC,"China Customer Relations Centers, Inc. - Ordinary Shares",S,N,N,100.0,N,N
571,CCRN,"Cross Country Healthcare, Inc. - Common Stock",Q,N,N,100.0,N,N
572,CCXI,"ChemoCentryx, Inc. - Common Stock",Q,N,N,100.0,N,N
573,CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,G,N,N,100.0,Y,N
574,CDEV,"Centennial Resource Development, Inc. - Class A Common Stock",S,N,D,100.0,N,N
575,CDK,"CDK Global, Inc. - Common Stock",Q,N,N,100.0,N,N
576,CDL,VictoryShares US Large Cap High Div Volatility Wtd ETF,G,N,N,100.0,Y,N
577,CDLX,"Cardlytics, Inc. - Common Stock",G,N,N,100.0,N,N
578,CDMO,"Avid Bioservices, Inc. - Common Stock",S,N,N,100.0,N,N
579,CDMOP,"Avid Bioservices, Inc. - 10.50% Series E Convertible Preferred Stock",S,N,N,100.0,N,N
580,CDNA,"CareDx, Inc. - Common Stock",G,N,N,100.0,N,N
581,CDNS,"Cadence Design Systems, Inc. - Common Stock",Q,N,N,100.0,N,N
582,CDTX,"Cidara Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N
583,CDW,CDW Corporation - Common Stock,Q,N,N,100.0,N,N
584,CDXC,ChromaDex Corporation - Common Stock,S,N,N,100.0,N,N
585,CDXS,"Codexis, Inc. - Common Stock",Q,N,N,100.0,N,N
586,CDZI,"Cadiz, Inc. - Common Stock",G,N,N,100.0,N,N
587,CECE,CECO Environmental Corp. - Common Stock,Q,N,N,100.0,N,N
588,CELC,Celcuity Inc. - Common Stock,S,N,N,100.0,N,N
589,CELH,"Celsius Holdings, Inc. - Common Stock",S,N,N,100.0,N,N
590,CEMI,"Chembio Diagnostics, Inc. - Common Stock",S,N,N,100.0,N,N
591,CENT,Central Garden &amp; Pet Company - Common Stock,Q,N,N,100.0,N,N
592,CENTA,Central Garden &amp; Pet Company - Class A Common Stock Nonvoting,Q,N,N,100.0,N,N
593,CENX,Century Aluminum Company - Common Stock,Q,N,N,100.0,N,N
594,CERC,Cerecor Inc. - Common Stock,S,N,N,100.0,N,N
595,CERN,Cerner Corporation - Common Stock,Q,N,N,100.0,N,N
596,CERS,Cerus Corporation - Common Stock,G,N,N,100.0,N,N
597,CETV,Central European Media Enterprises Ltd. - Class A Common Stock,Q,N,N,100.0,N,N
598,CETX,Cemtrex Inc. - Common Stock,S,N,D,100.0,N,N
599,CETXP,Cemtrex Inc. - Series 1 Preferred Stock,S,N,N,100.0,N,N
600,CETXW,Cemtrex Inc. - Series 1 Warrant,S,N,N,100.0,N,N
601,CEVA,"CEVA, Inc. - Common Stock",Q,N,N,100.0,N,N
602,CEY,VictoryShares Emerging Market High Div Volatility Wtd ETF,G,N,N,100.0,Y,N
603,CEZ,VictoryShares Emerging Market Volatility Wtd ETF,G,N,N,100.0,Y,N
604,CFA,VictoryShares US 500 Volatility Wtd ETF,G,N,N,100.0,Y,N
605,CFB,"CrossFirst Bankshares, Inc. - Common Stock",Q,N,N,100.0,N,N
606,CFBI,"Community First Bancshares, Inc. - Common Stock",S,N,N,100.0,N,N
607,CFBK,Central Federal Corporation - Common Stock,S,N,N,100.0,N,N
608,CFFA,CF Finance Acquisition Corp. - Class A Common Stock,S,N,N,100.0,N,N
609,CFFAU,CF Finance Acquisition Corp. - Unit,S,N,N,100.0,N,N
610,CFFAW,CF Finance Acquisition Corp. - Warrant,S,N,N,100.0,N,N
611,CFFI,C&amp;F Financial Corporation - Common Stock,Q,N,N,100.0,N,N
612,CFFN,"Capitol Federal Financial, Inc. - Common Stock",Q,N,N,100.0,N,N
613,CFMS,"Conformis, Inc. - Common Stock",Q,N,D,100.0,N,N
614,CFO,VictoryShares US 500 Enhanced Volatility Wtd ETF,G,N,N,100.0,Y,N
615,CFRX,ContraFect Corporation - Common Stock,S,N,N,100.0,N,N
616,CG,The Carlyle Group Inc. - Common Stock,Q,N,N,100.0,N,N
617,CGBD,"TCG BDC, Inc. - Common Stock",Q,N,N,100.0,N,N
618,CGEN,Compugen Ltd. - Ordinary Shares,G,N,N,100.0,N,N
619,CGIX,"Cancer Genetics, Inc. - Common Stock",S,N,N,100.0,N,N
620,CGNX,Cognex Corporation - Common Stock,Q,N,N,100.0,N,N
621,CGO,Calamos Global Total Return Fund - Common Stock,Q,N,N,100.0,N,N
622,CGROU,Collective Growth Corporation - Unit,S,N,N,100.0,N,N
623,CHCI,"Comstock Holding Companies, Inc. - Class A Common Stock",S,N,N,100.0,N,N
624,CHCO,City Holding Company - Common Stock,Q,N,N,100.0,N,N
625,CHDN,"Churchill Downs, Incorporated - Common Stock",Q,N,N,100.0,N,N
626,CHEF,"The Chefs' Warehouse, Inc. - Common Stock",Q,N,N,100.0,N,N
627,CHEK,Check-Cap Ltd. - Ordinary Share,S,N,N,100.0,N,N
628,CHEKZ,Check-Cap Ltd. - Series C Warrant,S,N,N,100.0,N,N
629,CHFS,"CHF Solutions, Inc. - Common Stock",S,N,D,100.0,N,N
630,CHI,Calamos Convertible Opportunities and Income Fund - Common Stock,Q,N,N,100.0,N,N
631,CHKP,Check Point Software Technologies Ltd. - Ordinary Shares,Q,N,N,100.0,N,N
632,CHMA,"Chiasma, Inc. - Common Stock",Q,N,N,100.0,N,N
633,CHMG,Chemung Financial Corp - Common Stock,Q,N,N,100.0,N,N
634,CHNA,Loncar China BioPharma ETF,G,N,N,100.0,Y,N
635,CHNG,Change Healthcare Inc. - Common Stock,Q,N,N,100.0,N,N
636,CHNGU,Change Healthcare Inc. - Tangible Equity Units,Q,N,N,100.0,N,N
